id_karyawan,nama,departemen,jam_kerja_sebulan,output_task,gaji_pokok
3745,Karyawan_3745,Marketing,206,42,8000000
3746,Karyawan_3746,Security,194,32,7000000
3747,Karyawan_3747,Developer,198,22,8000000
3748,Karyawan_3748,Designer,164,41,6000000
3749,Karyawan_3749,Designer,168,45,10000000
3750,Karyawan_3750,Security,183,38,8500000
3751,Karyawan_3751,Developer,178,37,8500000
3752,Karyawan_3752,Marketing,205,27,7000000
3753,Karyawan_3753,Designer,161,35,8500000
3754,Karyawan_3754,Marketing,179,20,8000000
3755,Karyawan_3755,Developer,165,48,8000000
3756,Karyawan_3756,Developer,168,51,8500000
3757,Karyawan_3757,Designer,202,26,8500000
3758,Karyawan_3758,Admin,150,58,10000000
3759,Karyawan_3759,Admin,205,22,8500000
3760,Karyawan_3760,Developer,164,24,6000000
3761,Karyawan_3761,Admin,158,53,8500000
3762,Karyawan_3762,Security,201,24,6000000
3763,Karyawan_3763,Marketing,156,36,8000000
3764,Karyawan_3764,Developer,189,57,6000000
3765,Karyawan_3765,Security,156,22,7000000
3766,Karyawan_3766,Marketing,192,44,7000000
3767,Karyawan_3767,Developer,201,57,6000000
3768,Karyawan_3768,Designer,166,35,8000000
3769,Karyawan_3769,Developer,164,45,10000000
3770,Karyawan_3770,Designer,193,50,6000000
3771,Karyawan_3771,Designer,171,59,6000000
3772,Karyawan_3772,Admin,171,35,8500000
3773,Karyawan_3773,Security,194,39,7000000
3774,Karyawan_3774,Security,207,55,8500000
3775,Karyawan_3775,Security,169,50,8500000
3776,Karyawan_3776,Developer,152,34,8000000
3777,Karyawan_3777,Admin,158,50,6000000
3778,Karyawan_3778,Marketing,185,40,8000000
3779,Karyawan_3779,Marketing,155,26,10000000
3780,Karyawan_3780,Security,203,41,7000000
3781,Karyawan_3781,Security,184,38,8000000
3782,Karyawan_3782,Security,155,23,8500000
3783,Karyawan_3783,Admin,196,36,10000000
3784,Karyawan_3784,Designer,170,38,8500000
3785,Karyawan_3785,Developer,178,53,8000000
3786,Karyawan_3786,Marketing,177,50,7000000
3787,Karyawan_3787,Security,167,49,7000000
3788,Karyawan_3788,Admin,180,36,10000000
3789,Karyawan_3789,Admin,157,59,8500000
3790,Karyawan_3790,Designer,152,28,6000000
3791,Karyawan_3791,Admin,176,46,10000000
3792,Karyawan_3792,Marketing,186,51,6000000
3793,Karyawan_3793,Developer,190,34,7000000
3794,Karyawan_3794,Developer,174,35,8000000
3795,Karyawan_3795,Developer,167,45,7000000
3796,Karyawan_3796,Marketing,158,31,7000000
3797,Karyawan_3797,Security,168,28,8500000
3798,Karyawan_3798,Security,156,46,7000000
3799,Karyawan_3799,Designer,151,41,8500000
3800,Karyawan_3800,Security,179,44,10000000
3801,Karyawan_3801,Security,161,43,8000000
3802,Karyawan_3802,Security,168,43,7000000
3803,Karyawan_3803,Developer,158,22,7000000
3804,Karyawan_3804,Designer,173,55,8500000
3805,Karyawan_3805,Security,179,51,8000000
3806,Karyawan_3806,Designer,192,36,8000000
3807,Karyawan_3807,Designer,159,30,7000000
3808,Karyawan_3808,Developer,153,40,8500000
3809,Karyawan_3809,Designer,169,38,7000000
3810,Karyawan_3810,Developer,208,55,6000000
3811,Karyawan_3811,Designer,195,48,8000000
3812,Karyawan_3812,Security,176,20,7000000
3813,Karyawan_3813,Admin,174,55,6000000
3814,Karyawan_3814,Security,175,32,6000000
3815,Karyawan_3815,Admin,176,21,6000000
3816,Karyawan_3816,Admin,168,47,8500000
3817,Karyawan_3817,Marketing,202,43,7000000
3818,Karyawan_3818,Admin,158,36,7000000
3819,Karyawan_3819,Developer,158,58,8500000
3820,Karyawan_3820,Developer,180,41,6000000
3821,Karyawan_3821,Designer,197,30,10000000
3822,Karyawan_3822,Designer,191,52,8000000
3823,Karyawan_3823,Security,155,33,10000000
3824,Karyawan_3824,Developer,196,39,6000000
3825,Karyawan_3825,Security,195,20,6000000
3826,Karyawan_3826,Designer,159,23,7000000
3827,Karyawan_3827,Designer,170,22,10000000
3828,Karyawan_3828,Security,196,33,8500000
3829,Karyawan_3829,Security,184,28,6000000
3830,Karyawan_3830,Developer,209,23,7000000
3831,Karyawan_3831,Designer,196,53,8500000
3832,Karyawan_3832,Developer,176,22,8500000
3833,Karyawan_3833,Admin,179,39,10000000
3834,Karyawan_3834,Designer,178,36,8000000
3835,Karyawan_3835,Marketing,173,52,10000000
3836,Karyawan_3836,Marketing,188,54,6000000
3837,Karyawan_3837,Security,153,58,10000000
3838,Karyawan_3838,Developer,165,27,7000000
3839,Karyawan_3839,Admin,188,50,10000000
3840,Karyawan_3840,Marketing,166,58,8000000
3841,Karyawan_3841,Marketing,182,30,10000000
3842,Karyawan_3842,Designer,175,47,7000000
3843,Karyawan_3843,Admin,160,56,10000000
3844,Karyawan_3844,Designer,183,44,8000000
3845,Karyawan_3845,Admin,206,38,10000000
3846,Karyawan_3846,Security,202,45,6000000
3847,Karyawan_3847,Marketing,165,36,8000000
3848,Karyawan_3848,Security,199,30,8000000
3849,Karyawan_3849,Marketing,163,58,7000000
3850,Karyawan_3850,Developer,177,40,7000000
3851,Karyawan_3851,Marketing,206,50,8000000
3852,Karyawan_3852,Designer,182,32,6000000
3853,Karyawan_3853,Developer,162,45,10000000
3854,Karyawan_3854,Admin,159,25,10000000
3855,Karyawan_3855,Designer,157,49,10000000
3856,Karyawan_3856,Designer,156,51,6000000
3857,Karyawan_3857,Designer,197,28,10000000
3858,Karyawan_3858,Designer,205,22,8000000
3859,Karyawan_3859,Developer,151,40,8500000
3860,Karyawan_3860,Security,166,59,6000000
3861,Karyawan_3861,Marketing,156,36,8000000
3862,Karyawan_3862,Marketing,152,48,8500000
3863,Karyawan_3863,Security,193,54,7000000
3864,Karyawan_3864,Developer,164,22,10000000
3865,Karyawan_3865,Admin,181,24,10000000
3866,Karyawan_3866,Designer,202,34,8000000
3867,Karyawan_3867,Developer,196,27,7000000
3868,Karyawan_3868,Developer,204,28,8000000
3869,Karyawan_3869,Marketing,171,40,7000000
3870,Karyawan_3870,Developer,168,53,8500000
3871,Karyawan_3871,Marketing,151,43,8500000
3872,Karyawan_3872,Developer,209,40,8500000
3873,Karyawan_3873,Admin,188,35,8500000
3874,Karyawan_3874,Developer,163,49,8500000
3875,Karyawan_3875,Developer,189,40,6000000
3876,Karyawan_3876,Marketing,171,23,7000000
3877,Karyawan_3877,Admin,165,47,8500000
3878,Karyawan_3878,Security,197,25,8000000
3879,Karyawan_3879,Developer,181,53,7000000
3880,Karyawan_3880,Marketing,154,54,8000000
3881,Karyawan_3881,Marketing,173,30,6000000
3882,Karyawan_3882,Security,179,51,7000000
3883,Karyawan_3883,Designer,187,20,8000000
3884,Karyawan_3884,Developer,194,39,10000000
3885,Karyawan_3885,Designer,207,59,8500000
3886,Karyawan_3886,Developer,187,47,8500000
3887,Karyawan_3887,Security,173,33,7000000
3888,Karyawan_3888,Designer,189,45,6000000
3889,Karyawan_3889,Admin,154,45,6000000
3890,Karyawan_3890,Marketing,187,29,6000000
3891,Karyawan_3891,Designer,168,52,7000000
3892,Karyawan_3892,Marketing,162,31,6000000
3893,Karyawan_3893,Designer,189,41,8000000
3894,Karyawan_3894,Security,196,26,7000000
3895,Karyawan_3895,Security,167,39,8000000
3896,Karyawan_3896,Designer,170,48,7000000
3897,Karyawan_3897,Admin,154,44,10000000
3898,Karyawan_3898,Designer,177,27,8000000
3899,Karyawan_3899,Security,198,48,7000000
3900,Karyawan_3900,Marketing,202,50,7000000
3901,Karyawan_3901,Developer,161,46,7000000
3902,Karyawan_3902,Developer,201,39,7000000
3903,Karyawan_3903,Developer,191,50,10000000
3904,Karyawan_3904,Developer,191,20,7000000
3905,Karyawan_3905,Security,176,21,8000000
3906,Karyawan_3906,Admin,167,29,10000000
3907,Karyawan_3907,Marketing,179,48,6000000
3908,Karyawan_3908,Developer,187,32,7000000
3909,Karyawan_3909,Marketing,164,49,6000000
3910,Karyawan_3910,Designer,205,33,6000000
3911,Karyawan_3911,Developer,182,42,8500000
3912,Karyawan_3912,Designer,200,59,8000000
3913,Karyawan_3913,Designer,195,41,8500000
3914,Karyawan_3914,Designer,187,59,7000000
3915,Karyawan_3915,Designer,156,21,8000000
3916,Karyawan_3916,Marketing,151,41,6000000
3917,Karyawan_3917,Security,153,27,6000000
3918,Karyawan_3918,Developer,177,39,10000000
3919,Karyawan_3919,Designer,208,27,6000000
3920,Karyawan_3920,Admin,176,57,8500000
3921,Karyawan_3921,Admin,190,58,8500000
3922,Karyawan_3922,Security,167,25,8000000
3923,Karyawan_3923,Designer,158,31,8500000
3924,Karyawan_3924,Developer,201,24,8500000
3925,Karyawan_3925,Developer,158,39,6000000
3926,Karyawan_3926,Marketing,192,57,8000000
3927,Karyawan_3927,Security,208,41,7000000
3928,Karyawan_3928,Marketing,200,55,8500000
3929,Karyawan_3929,Marketing,200,41,8000000
3930,Karyawan_3930,Developer,181,32,10000000
3931,Karyawan_3931,Designer,152,44,10000000
3932,Karyawan_3932,Designer,209,46,7000000
3933,Karyawan_3933,Marketing,170,25,7000000
3934,Karyawan_3934,Security,195,59,6000000
3935,Karyawan_3935,Designer,190,35,6000000
3936,Karyawan_3936,Designer,173,52,7000000
3937,Karyawan_3937,Designer,174,47,7000000
3938,Karyawan_3938,Admin,184,51,8500000
3939,Karyawan_3939,Admin,203,47,8000000
3940,Karyawan_3940,Security,165,38,6000000
3941,Karyawan_3941,Developer,208,25,10000000
3942,Karyawan_3942,Developer,172,22,10000000
3943,Karyawan_3943,Marketing,175,25,6000000
3944,Karyawan_3944,Designer,159,36,6000000
3945,Karyawan_3945,Admin,188,31,7000000
3946,Karyawan_3946,Admin,183,43,6000000
3947,Karyawan_3947,Security,193,43,10000000
3948,Karyawan_3948,Designer,187,53,8500000
3949,Karyawan_3949,Marketing,194,27,6000000
3950,Karyawan_3950,Developer,207,47,6000000
3951,Karyawan_3951,Admin,187,25,10000000
3952,Karyawan_3952,Designer,176,41,10000000
3953,Karyawan_3953,Marketing,156,26,6000000
3954,Karyawan_3954,Marketing,185,46,6000000
3955,Karyawan_3955,Security,152,41,7000000
3956,Karyawan_3956,Marketing,192,44,10000000
3957,Karyawan_3957,Developer,206,33,10000000
3958,Karyawan_3958,Designer,158,37,8500000
3959,Karyawan_3959,Admin,185,57,8500000
3960,Karyawan_3960,Designer,160,44,6000000
3961,Karyawan_3961,Security,168,31,8000000
3962,Karyawan_3962,Designer,184,52,8000000
3963,Karyawan_3963,Security,161,24,10000000
3964,Karyawan_3964,Developer,170,29,6000000
3965,Karyawan_3965,Developer,159,55,7000000
3966,Karyawan_3966,Designer,196,33,7000000
3967,Karyawan_3967,Designer,208,32,8000000
3968,Karyawan_3968,Designer,200,28,8500000
3969,Karyawan_3969,Developer,204,20,7000000
3970,Karyawan_3970,Developer,173,32,8500000
3971,Karyawan_3971,Developer,191,45,8000000
3972,Karyawan_3972,Marketing,195,33,8500000
3973,Karyawan_3973,Designer,156,49,8000000
3974,Karyawan_3974,Developer,188,52,6000000
3975,Karyawan_3975,Admin,188,47,6000000
3976,Karyawan_3976,Admin,189,47,8000000
3977,Karyawan_3977,Designer,186,50,8000000
3978,Karyawan_3978,Developer,198,28,8000000
3979,Karyawan_3979,Security,199,42,10000000
3980,Karyawan_3980,Designer,164,48,6000000
3981,Karyawan_3981,Security,160,39,8000000
3982,Karyawan_3982,Admin,182,37,7000000
3983,Karyawan_3983,Admin,195,41,7000000
3984,Karyawan_3984,Developer,166,42,10000000
3985,Karyawan_3985,Developer,171,38,7000000
3986,Karyawan_3986,Developer,193,41,8000000
3987,Karyawan_3987,Designer,204,35,7000000
3988,Karyawan_3988,Security,200,27,10000000
3989,Karyawan_3989,Marketing,169,24,7000000
3990,Karyawan_3990,Admin,150,32,10000000
3991,Karyawan_3991,Designer,159,39,8000000
3992,Karyawan_3992,Admin,182,52,8000000
3993,Karyawan_3993,Designer,187,23,10000000
3994,Karyawan_3994,Security,206,27,7000000
3995,Karyawan_3995,Marketing,187,49,7000000
3996,Karyawan_3996,Designer,200,42,7000000
3997,Karyawan_3997,Security,153,49,8500000
3998,Karyawan_3998,Marketing,180,22,7000000
3999,Karyawan_3999,Marketing,164,50,7000000
4000,Karyawan_4000,Designer,174,49,8500000
